Category,Level1,Level2,Level3,Level4,Level5,Federal,,GovXFer,State,Local,Total
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),General property and records management (804),General property and records management (804),0.067,b,,,,0.067
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),General property and records management (804),General property and records management (804),0.082,b,,,,0.082
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),General property and records management (804),General property and records management (804),-0.314,b,,,,-0.314
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),General property and records management (804),General property and records management (804),0.824,b,,,,0.824
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),General property and records management (804),General property and records management (804),0.333,b,,,,0.333
#NAME?,General Government,"Executive and legislative organs, financ",Central personnel management (805),Central personnel management (805),Central personnel management (805),0.1,b,,,,0.1
#NAME?,General Government,"Executive and legislative organs, financ",Central personnel management (805),Central personnel management (805),Central personnel management (805),31.838,b,,,,31.838
#NAME?,General Government,"Executive and legislative organs, financ",Central personnel management (805),Central personnel management (805),Central personnel management (805),-31.838,b,,,,-31.838
#NAME?,General Government,"Executive and legislative organs, financ",Current Operations  Financial Administration (E23),Current Operations  Financial Administration (E23),Current Operations  Financial Administration (E23),0,g,0,23.1,18.4,41.5
#NAME?,General Government,"Executive and legislative organs, financ",Current Operations  State Legislative Services (E26),Current Operations  State Legislative Services (E26),Current Operations  State Legislative Services (E26),0,g,0,3,0,3
#NAME?,General Government,"Executive and legislative organs, financ",Current Operations  Central Staff Services (E29),Current Operations  Central Staff Services (E29),Current Operations  Central Staff Services (E29),0,g,0,2,23.5,25.5
#NAME?,General Government,"Executive and legislative organs, financ",Current Operations  General Public Buildings (E31),Current Operations  General Public Buildings (E31),Current Operations  General Public Buildings (E31),0,g,0,1.4,6.7,8.1
#NAME?,General Government,"Executive and legislative organs, financ",Construction  Financial Administration (F23),Construction  Financial Administration (F23),Construction  Financial Administration (F23),0,g,0,0.1,0.2,0.3
#NAME?,General Government,"Executive and legislative organs, financ",Construction  State Legislative Services (F26),Construction  State Legislative Services (F26),Construction  State Legislative Services (F26),0,g,0,0,0,0
#NAME?,General Government,"Executive and legislative organs, financ",Construction  Central Staff Services (F29),Construction  Central Staff Services (F29),Construction  Central Staff Services (F29),0,g,0,0,1.1,1.1
#NAME?,General Government,"Executive and legislative organs, financ",Construction  General Public Buildings (F31),Construction  General Public Buildings (F31),Construction  General Public Buildings (F31),0,g,0,1.5,2.1,3.6
#NAME?,General Government,"Executive and legislative organs, financ",Other Capital Outlay  Financial Administration (G23),Other Capital Outlay  Financial Administration (G23),Other Capital Outlay  Financial Administration (G23),0,g,0,0.3,0.5,0.8
#NAME?,General Government,"Executive and legislative organs, financ",Other Capital Outlay  State Legislative Services (G26),Other Capital Outlay  State Legislative Services (G26),Other Capital Outlay  State Legislative Services (G26),0,g,0,0,0,0
#NAME?,General Government,"Executive and legislative organs, financ",Other Capital Outlay  Central Staff Services (G29),Other Capital Outlay  Central Staff Services (G29),Other Capital Outlay  Central Staff Services (G29),0,g,0,0.1,1.3,1.4
#NAME?,General Government,"Executive and legislative organs, financ",Other Capital Outlay  General Public Building (G31),Other Capital Outlay  General Public Building (G31),Other Capital Outlay  General Public Building (G31),0,g,0,0.1,0.9,1
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),2.144,b,,,,2.144
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.248,b,,,,0.248
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.12,b,,,,0.12
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.398,b,,,,0.398
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.466,b,,,,0.466
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),3.958,b,,,,3.958
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.098,b,,,,0.098
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.245,b,,,,0.245
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.06,b,,,,0.06
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.126,b,,,,0.126
#NAME?,General Government,General services,General purpose fiscal assistance (806),General purpose fiscal assistance (806),General purpose fiscal assistance (806),0.224,b,,,,0.224
--Social Security Integrity and Debt Reduction (807),General Government,General services,Social Security Integrity and Debt Reduction (807),Social Security Integrity and Debt Reduction (807),Social Security Integrity and Debt Reduction (807),0,,0,0,0,0
#NAME?,General Government,General services,Other general government (808),Other general government (808),Other general government (808),0.07,b,,,,0.07
#NAME?,General Government,General services,Other general government (808),Other general government (808),Other general government (808),0.256,b,,,,0.256
#NAME?,General Government,General services,Other general government (808),Other general government (808),Other general government (808),0.147,b,,,,0.147
#NAME?,General Government,General services,Other general government (808),Other general government (808),Other general government (808),0.816,b,,,,0.816
#NAME?,General Government,General services,Other general government (808),Other general government (808),Other general government (808),0.182,b,,,,0.182
#NAME?,General Government,General services,Other general government (808),Other general government (808),Other general government (808),0.071,b,,,,0.071
#NAME?,General Government,General services,Federal Intergovernmental  General Local Government Support (B30),Federal Intergovernmental  General Local Government Support (B30),Federal Intergovernmental  General Local Government Support (B30),0,g,-0.8,0,0,-0.8
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)",4.271,b,,,,4.271
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)",5,b,,,,5
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)",2.921,b,,,,2.921
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)",3.859,b,,,,3.859
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)",0.173,b,,,,0.173
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)",0.545,b,,,,0.545
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)","Space flight, research, and supporting activities (252)",0.519,b,,,,0.519
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Deposit insurance (373),Deposit insurance (373),-17.093,b,,,,-17.093
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Deposit insurance (373),Deposit insurance (373),1.515,b,,,,1.515
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Deposit insurance (373),Deposit insurance (373),-0.139,b,,,,-0.139
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Deposit insurance (373),Deposit insurance (373),-0.11,b,,,,-0.11
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Deposit insurance (373),Deposit insurance (373),-0.755,b,,,,-0.755
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Other natural resources (306),Other natural resources (306),1.141,b,,,,1.141
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Other natural resources (306),Other natural resources (306),0.092,b,,,,0.092
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Other natural resources (306),Other natural resources (306),0.268,b,,,,0.268
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Other natural resources (306),Other natural resources (306),0.065,b,,,,0.065
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Other natural resources (306),Other natural resources (306),0.102,b,,,,0.102
